file,time_bin,percent_time_swimming,condition
C3_t3_2025_11_10-19_22_50.h5,42.5,0,control
C3_t3_2025_11_10-19_22_50.h5,43.5,0,control
C3_t3_2025_11_10-19_22_50.h5,44.5,0,control
C3_t3_2025_11_10-19_22_50.h5,45.5,0,control
C3_t3_2025_11_10-19_22_50.h5,46.5,0,control
C3_t3_2025_11_10-19_22_50.h5,47.5,5,control
C3_t3_2025_11_10-19_22_50.h5,48.5,0,control
C3_t3_2025_11_10-19_22_50.h5,49.5,0,control
C3_t3_2025_11_10-19_22_50.h5,50.5,0,control
C3_t3_2025_11_10-19_22_50.h5,51.5,0,control
C3_t3_2025_11_10-19_22_50.h5,52.5,1,control
C3_t3_2025_11_10-19_22_50.h5,53.5,0,control
C3_t3_2025_11_10-19_22_50.h5,54.5,0,control
C3_t3_2025_11_10-19_22_50.h5,55.5,0,control
C3_t3_2025_11_10-19_22_50.h5,56.5,0,control
C3_t3_2025_11_10-19_22_50.h5,57.5,0,control
C3_t3_2025_11_10-19_22_50.h5,58.5,0,control
C3_t3_2025_11_10-19_22_50.h5,59.5,0,control
C3_t3_2025_11_10-19_22_50.h5,60.5,0,control
C3_t3_2025_11_10-19_22_50.h5,61.5,0,control
C3_t3_2025_11_10-19_22_50.h5,62.5,0,control
C3_t3_2025_11_10-19_22_50.h5,63.5,0,control
C3_t3_2025_11_10-19_22_50.h5,64.5,0,control
C3_t3_2025_11_10-19_22_50.h5,65.5,0,control
C3_t3_2025_11_10-19_22_50.h5,66.5,0,control
C3_t3_2025_11_10-19_22_50.h5,67.5,0,control
C3_t3_2025_11_10-19_22_50.h5,68.5,0,control
C3_t3_2025_11_10-19_22_50.h5,69.5,1,control
C3_t3_2025_11_10-19_22_50.h5,70.5,0,control
C3_t3_2025_11_10-19_22_50.h5,71.5,0,control
C3_t3_2025_11_10-19_22_50.h5,72.5,0,control
C3_t3_2025_11_10-19_22_50.h5,73.5,0,control
C3_t3_2025_11_10-19_22_50.h5,74.5,0,control
C3_t3_2025_11_10-19_22_50.h5,75.5,4,control
C3_t3_2025_11_10-19_22_50.h5,76.5,0,control
C3_t3_2025_11_10-19_22_50.h5,77.5,0,control
C3_t3_2025_11_10-19_22_50.h5,78.5,0,control
C3_t3_2025_11_10-19_22_50.h5,79.5,0,control
C3_t3_2025_11_10-19_22_50.h5,80.5,0,control
C3_t3_2025_11_10-19_22_50.h5,81.5,0,control
C3_t3_2025_11_10-19_22_50.h5,82.5,0,control
C3_t3_2025_11_10-19_22_50.h5,83.5,0,control
C3_t3_2025_11_10-19_22_50.h5,84.5,5,control
C3_t3_2025_11_10-19_22_50.h5,85.5,0,control
C3_t3_2025_11_10-19_22_50.h5,86.5,0,control
C3_t3_2025_11_10-19_22_50.h5,87.5,0,control
C3_t3_2025_11_10-19_22_50.h5,88.5,0,control
C3_t3_2025_11_10-19_22_50.h5,89.5,0,control
C3_t3_2025_11_10-19_22_50.h5,90.5,0,control
C3_t3_2025_11_10-19_22_50.h5,91.5,0,control
C3_t3_2025_11_10-19_22_50.h5,92.5,0,control
C3_t3_2025_11_10-19_22_50.h5,93.5,0,control
C3_t3_2025_11_10-19_22_50.h5,94.5,0,control
C3_t3_2025_11_10-19_22_50.h5,95.5,0,control
C3_t3_2025_11_10-19_22_50.h5,96.5,0,control
C3_t3_2025_11_10-19_22_50.h5,97.5,0,control
C3_t3_2025_11_10-19_22_50.h5,98.5,0,control
C3_t3_2025_11_10-19_22_50.h5,99.5,0,control
C3_t3_2025_11_10-19_22_50.h5,100.5,0,control
C3_t3_2025_11_10-19_22_50.h5,101.5,0,control
C3_t3_2025_11_10-19_22_50.h5,102.5,0,control
C3_t3_2025_11_10-19_22_50.h5,103.5,0,control
C3_t3_2025_11_10-19_22_50.h5,104.5,0,control
C3_t3_2025_11_10-19_22_50.h5,105.5,0,control
C3_t3_2025_11_10-19_22_50.h5,106.5,0,control
C3_t3_2025_11_10-19_22_50.h5,107.5,0,control
C3_t3_2025_11_10-19_22_50.h5,108.5,0,control
C3_t3_2025_11_10-19_22_50.h5,109.5,0,control
C3_t3_2025_11_10-19_22_50.h5,110.5,0,control
C3_t3_2025_11_10-19_22_50.h5,111.5,0,control
C3_t3_2025_11_10-19_22_50.h5,112.5,69,control
C3_t3_2025_11_10-19_22_50.h5,113.5,100,control
C3_t3_2025_11_10-19_22_50.h5,114.5,71,control
C3_t3_2025_11_10-19_22_50.h5,115.5,0,control
C3_t3_2025_11_10-19_22_50.h5,116.5,0,control
C3_t3_2025_11_10-19_22_50.h5,117.5,8,control
C3_t3_2025_11_10-19_22_50.h5,118.5,0,control
C3_t3_2025_11_10-19_22_50.h5,119.5,62,control
C3_t3_2025_11_10-19_22_50.h5,120.5,35,control
C3_t3_2025_11_10-19_22_50.h5,121.5,0,control
C3_t3_2025_11_10-19_22_50.h5,122.5,2,control
C3_t3_2025_11_10-19_22_50.h5,123.5,0,control
C3_t3_2025_11_10-19_22_50.h5,124.5,0,control
C3_t3_2025_11_10-19_22_50.h5,125.5,0,control
C3_t3_2025_11_10-19_22_50.h5,126.5,0,control
C3_t3_2025_11_10-19_22_50.h5,127.5,0,control
C3_t3_2025_11_10-19_22_50.h5,128.5,46,control
C3_t3_2025_11_10-19_22_50.h5,129.5,67,control
C3_t3_2025_11_10-19_22_50.h5,130.5,0,control
C3_t3_2025_11_10-19_22_50.h5,131.5,0,control
C3_t3_2025_11_10-19_22_50.h5,132.5,0,control
C3_t3_2025_11_10-19_22_50.h5,133.5,0,control
C3_t3_2025_11_10-19_22_50.h5,134.5,0,control
C3_t3_2025_11_10-19_22_50.h5,135.5,0,control
C3_t3_2025_11_10-19_22_50.h5,136.5,47,control
C3_t3_2025_11_10-19_22_50.h5,137.5,38,control
C3_t3_2025_11_10-19_22_50.h5,138.5,0,control
C3_t3_2025_11_10-19_22_50.h5,139.5,0,control
C3_t3_2025_11_10-19_22_50.h5,140.5,0,control
C3_t3_2025_11_10-19_22_50.h5,141.5,1,control
C3_t3_2025_11_10-19_22_50.h5,142.5,45,control
C3_t3_2025_11_10-19_22_50.h5,143.5,28,control
C3_t3_2025_11_10-19_22_50.h5,144.5,0,control
C3_t3_2025_11_10-19_22_50.h5,145.5,0,control
C3_t3_2025_11_10-19_22_50.h5,146.5,0,control
C3_t3_2025_11_10-19_22_50.h5,147.5,0,control
C3_t3_2025_11_10-19_22_50.h5,148.5,0,control
C3_t3_2025_11_10-19_22_50.h5,149.5,39,control
